userName,score,at,content
eputra ione,5,2023-05-11 06:52:17,"Segala yang dibutuhkan ada dengan harga bersaing. Ditambah lagi banyak promo, dan voucher-voucher diskon dan gratis ongkir. Jika terjadi masalah, Shopee menyelesaikan dengan cepat dan tidak merugikan pembeli. Semakin lama, saya semakin yakin dan percaya berbelanja di Shopee. Sangat menenangkan dan memuaskan. Tapi sayang SPayLaternya tidak menaruh kepercayaan pada pelanggan yang sudah cukup lama berbelanja. Makasih juga dah kasi pinjaman dari SPinjam. saya selalu puas. Sukses selalu Shopee"
Mustop Rmn,1,2023-05-11 06:40:16,"Semakin update, semakin lemot. Kebanyakan fitur. Semua mau d garab. Market online, ekspedisi, food, Bank, media sosial. Akibat kemarok jadi lemot apk nya."
YU. QIU,3,2023-05-11 06:11:53,"Lelet mau cek pesanan aja susah,matamu jaringanku bermasalah WiFi g bisa data jg g bisa di buka malah g ada jaringan stelah update bukannya makin bagus malah makin parah"
Paijo Kelud,2,2023-05-11 05:54:16,"Ma af.aku kurangi bintangnya jadi dua. Dulu bagus gak pernah merasa kecewa Sekarang aplikasinya makin sulit. Lodingnya lama banget,apalagi buat nonton video.untuk cek in saja susah masuknya.Sudah seminggu gak bisa narik bonus nonton video. Sampai saya chat ke CS shopee. Tapi masalah belum selesai chat langsung di putus oleh CS shopeenya.padahal masalah yg aku tanyakan belum terselesaikan."
Fitry Faqhirah,2,2023-05-11 05:17:22,"Kenapa sih sekarang makin lelet Liat video aja gk bisa Liat ulasan yang ada videonya makin gk bisa Tolong diperbaiki Jaringan udah bagus, ram pun udah besar tapi tetap aja gk bisa"
Upik Harliana,1,2023-05-11 04:34:30,"Makin di update makin ga mutu njirrr, rencana mau top up ke Indomaret 15jtan kemarin tu, ternyata ga bisa, kata kasirnya cuman bisa top up dibawah 3jt, setelah itu aku berilagi kode yg baru buat nominal itu, alhasil ga bisa karena yang tadi blm dibatalin, dan mau ngrebatalin jg ga ada tombolnya padahal saldo tinggal 600rb lagi dan bnyk orderan juga. Nyesel bngttttt makin buruk aja fiturnya. Tolong diperbaiki lagi, bukannya nambah fitur aja ini malah nambah fitur tapi fitur yg lain kurangi jg."
Enji Hayate,3,2023-05-11 04:22:55,"Buat shopee coba klau belanja ada pilihan pengiriman biar klau belanja bisa pilih, jujur saya paleng gak suka pengiriman jasa JNE soalny klau ngirim itu nunggu ada pengiriman lain/sekalin, ini ya ke 4 x ny lwat JNE uda 7 hari belum di anter juga."
iwan bara,5,2023-05-11 03:30:31,Terkadang sering kena racun sama shopee.. apalagi klo lagi scrol Ig ada barang bagus nge link ke shopee langsung klik aja ... Pelayanan shopee ok tp terkadang pernah kecewa dg product toko nya yg pernah dpt g berkualitas alias g sesuai iklan ..saran sih buat shopee kah pringatan tuh dg toko yg jual product g sesuai iklan alias kualitas buruk kan merugikan nama shopee dan yg jelas merugikan konsumen.. sukses selalu buat shopee
Dollas Au,2,2023-05-11 03:29:48,"Fitur wajah nya sangat tidak membantu, berapa kali dicoba gagal terus, kalo tidak berkemampuan untuk mbuat fitur wajah, gak usah di paksain deh, bikinn susah kalo mau login akun.."
Bella Indah,2,2023-05-10 23:21:27,"Ayo min, udah banyak bintang 3 kebawah, jgn sampek customer shopee pindah ke yg lain, lelet sekali, menurut saya shopee short dan status lainnya ga penting, hapus yg gak perlu2.."
Gilang Ramadhan,1,2023-05-10 23:04:51,"Tetap tidak ada gambarnya di video, suaranya aja yang ada Paket internet ku masih banyak Jaringannya pun sudah bagus Kalau begini kayak mana mau belanja Sedangkan aku tidak bisa melihat videonya"
Nida Pratiwi,1,2023-05-10 22:45:24,"Kenapa si lemot bgt respon aplikasinya? Selalu coba lagi coba lagi padahal sudah di-update versi terbaru, jaringan juga stabil, device RAM masih luas."
Kak' Fyan,5,2023-05-10 22:35:26,"Shopee the best sekali deh,mempermudah segala tentang perbelanjaan,apa lagi sekarang ada sistem shopeepay-later segala,yang dapat memudahkan dalam berbelanja para penggemar shopee,saat uang nya pas-pasan bisa bayar di bulan berikutnya,bahkan kalo kita mau jualan atau memang barang yang kita inginkan harganya kebetulan lumayan bisa sistem credit mulai dari 1-12 bulan,pokoknya the best deh,dengan begitu kan para pengguna shopee bener terbantu.Alhamdulillah selama belanja d shopee selalu memuaskan."
Nafisha Ayu,5,2023-05-10 22:01:28,Suka belanja dan jualan di Shopee pengaturan datanya mudah dan gak ribet. Jadi gampang buat orang awam yang gaptek seperti saya. Cuma adminnya agak meresahkan selebih nya mantap
argo arimbi,1,2023-05-10 17:39:23,Kenapa saya tidak bisa mengajukan spinjam sudah 2 kali ditolak sementara limit tersedia dan saya tidak pernah telat membayar. Sebelumnya tidak pernah begini. Terima kasih.
Puji Lestari,1,2023-05-10 17:09:10,"Gua tadi dapet flash sale 0 rupiah. Eh, pas co jadi 15jt😂 wkwk.. tadinya mau sujud syukur dan langsung bikin vt biar shopee makin terdepan karena mau ngasih cuma-cuma. Ternyata cuma trik marketing wkwk, jelek lah pokoknya sistem shopee."
Kedai Basket,1,2023-05-10 16:50:06,"Shopee.. makin parah.. beli iklan buat ningkatin penjualan.. di shopee aja ni pakai iklan malah ga ada penjualan sma sekali.. biasa setiap hari shopee ekspor khususnya ke singapore stiap hari selalu ada orderan.. beli iklan supaya penjualan lebih meningkat.. eh.. sekali beli iklan tnggu 14 hri kerja baru aktif.. habis itu ga ada notifikasi iklan sudah aktif atau belum.. dari singapore juga tidak ada orderan yg masuk lagi.. beli iklan bukannya penjualan meningkat, malah tidak ada penjualan lagi"
Ani Zai,5,2023-05-10 15:35:36,"Bagi saya apk Shopee yg paling OK dibanding yg lain. Pembayaran aman, pilihan pembayaran nya juga ada. Jika barang tidak sesuai ada fitur pengembalian, jika ada kendala dlm hal pengiriman, dll teratasi dg baik. CS nya juga ramah. Pokoknya fitur²nya simple dah sangat membantu baik penjual maupun pembeli. Recommended bagi para penjual dan pembeli. Semangaaaattt💪💪💪 Trimakasih Shopeeeeee"
Dwi Rahayu,1,2023-05-10 15:34:27,"Dari 🌟 3 saya ralat jdi 🌟 1,makin kesini makin"" blug apk nya. Di update bukan makin lancar,malah makin lemot. Disuruh hapus cache,dan log out. PERCUMA gk ngaruh, tetap saja LEMOT. ram/rom masih banyak GB nya, jdi yg SALAH APK nya. BUKAN HP PENGGUNANYA. Kritiknya makin hari makin jelek loh, harus nya diperbaiki lg. Kalau gk ada perubahan, berarti kritiknya ngk dianggap ya!"
Aryadi Sukarni,5,2023-05-10 15:32:39,Belanja hampir tiap hari. Tapi kok spaylater di nonaktivekan karena data tidak sesuai. Padahal udah diisi semua dengan jelas. Sampe akun media sosial pun di konect semua. aneh aja spaylater di nonaktifkan..
Budi Diman,5,2023-05-10 14:42:03,Shopee aku. Suka belanja onlien d shopee dapat gratis ongkir banyak cesbebk by bisa COD bayar d tempat pula jdi menurut aku sangat membantu GK perlu capek2 belanja tinggal pesen Cod dari rumah aku sangat suka ♥️♥️♥️
Marissa illahi putri,4,2023-05-10 14:36:21,"Hallo shopee, mau tau dong kenapa yah setiap kali saya mau memesan,mau buka game shopee, mau beli sesuatu dikatakan bahwa akun saya eror atau bermasalah dan disuruh untuk update padahal udah diupdate sampai ga ada kata update lagi tpi selalu disuruh update kenapa begitu? Tolong dong diperbaiki bugnya, saya mau berbelanja jadi susah minn😭"
AM 08,1,2023-05-10 14:07:13,"Semoga kedepannya shopee express pelayanan nya lebih baik lagi kenapa begitu,karena disaat saya mengunaka metode shopeepay mesti ada masalah entah pengirimannya yang lambat atau gagal thanks:)"
ismaimarga matondang,5,2023-05-10 13:02:37,"Ok kok Pengirimannya aja lbih dipercepat,,sama kurir nya yg agak lambat,sering banget barang gak dikirim ..dikembalikan kmbali ke tokonya,karena kurir nya gak mencari alamat dengan benar"
Muhamad khairul Amin,1,2023-05-10 12:59:20,Aplikasi nya sebenarnya bagus cuman aplikasi nya ngasih gratis ongkir nya cuma buat yang pertama kali gunain shopee itu yang membuat jelek karena tidak sesuai iklan
Budi Arjanto,1,2023-05-10 11:47:04,"Aturan pembatalan hanya menguntungkan seller. Ketika kita mengajukan pembatalan karena barang tidak dikirim-kirim juga, bukannya malah cepat dikirim, malah makin lama batas pengirimannya .... 😩 Gegara seller menolak pembatalan. MENYEBALKAN. Mestinya batal otomatis dalam 5 hari malah jadi 12 hari, tanpa persetujuan perpanjangan dari pembeli. No.pesanan 230501J44Y8YE0 Toko : juragangadget.id Waktu pemesanan 1-5-2023 Waktu pembayaran: 1-5-2023 13.49 Waktu pengiriman : 10-5-23 11.03 (ke kurir)"
Dmd,4,2023-05-10 11:38:03,"Saya puas pakai shopee barang yg saya pesan sesuai sama yg difoto tapi sayang sekarang saya tak bisa c, o d harus bayar transfer sudah banyak barang yg saya pesan pakai transfer tapi sekarang masih dikemas belum dikirim sudah 1minggu nah buat shopee tolong di tanggapi"
CALON DOCTOR,3,2023-05-10 11:07:50,"Untuk ekspedinya shopee sangat lelet dan gak profesional . Belum ada telpon maupun kurir yang datang tahu tahunya paket dikembalikan ke gudang karna tidak ada orang dan tdk bisa ditelpon padahal saya udh nungguin dan tlp aktif dan sampe 4 hari paket blum dikirim ulang, statusnya masih mandek di gudang. Di daerah bangkalan madura rata rata pelayanannya lambat banget. Pada pihak shopee tolong untuk diperbaiki pelayanannya agar pelanggan tidak kecewa dan tidak beralih"
Aldi Saputra,1,2023-05-10 08:11:42,"Jelek bangettt, sekarang aplikasi nya makin banyak bug dan lain nya. Kadang buat scroll aja gabisa dan gabisa di sentuh apa pun."
Syafii Lubis,1,2023-05-10 08:04:37,"Tingkat kan kinerja pengiriman nya.. Paket saya selalu gagal oleh pihak kurir.. Notifikasi di aplikasi kata nya sedang di kirim ke alamat tujuan,ga tau gagal dan di tunda.. Sudah ke 3 kali nya saya alami seperti itu.."
Dr.Droid Channel,1,2023-05-10 06:13:44,"Untuk shopeepay tolong di perbaiki biar konsumen bisa percaya lagi, semenjak top u saldo lama gak masuk gua jadi takut pake ni aplikasi,. Bikin Trauma, mana jumlahnya gak sedikit,. Ya kalau bank konvesional langsung di datangin kantornya, ,. Ini mah cuma lewat hp itupun gak langsung beres urusanya,.,."
arie susanto,5,2023-05-10 06:06:15,"Aplikasi online yang sangat membantu dan memberikan kenyamanan bagi kita yang suka shooping atau belanja keperluan rumah tangga, keperluan pribadi. Kita tidak perlu lagi jalan ke pasar atau ke mall. Semoga selalu jaya Shopee dan memberikan free ongkir terus..🤭👍🙏"
Naila Rahmasari,3,2023-05-10 05:57:41,Apknya bagus bgt lebih gampang buat belanja ga sudah keluar rumah tapi ayo lah kebijakan jangan minimal belanja harus 100k lebih dulu biar bisa geratis ongkir kan yang belanja juga banyak pelajar² sklh jadi pertimbangin lah kls bisa
Eny Widiastuti,5,2023-05-10 05:33:34,Shopee msh menjadi idolaku sbg e-commerce. Bagi saya Shopee mudah penggunaan aplikasinya (user friendly). Bahasanya mudah dimengerti. Harga barang relatif murah. Senang kalau pas belanja dpt ongkir gratis. Lebih senang lg kalau dpt cash back 😃 Apalagi skrang ada layanan pengiriman instan/2 jam. 👍😍
Duta Kharisma,4,2023-05-10 05:10:10,"Tingkatkan lagi aplikasinya ,lumayan untuk kelengkapan barangnya, keamanannya juga ok ,tapi masih ada kemungkinan untuk para ""oknum"" penjual yg tidak bertanggung jawab,menjual barang dg gambar yg tdk sesuai ,ini yg harus di waspadai bagi pengguna shoppe."
Fitria Devita,2,2023-05-10 04:52:38,"Bertahun tahun pake apk ini tapi makin kesini makin lemot, dikit² download fitur, 3 hari lebih mau payment gabisa, order Shopee food jg gabisa semua bahkan beli token listrik jg gabisa katanya hrus download fitur dulu tp ditunggu berjam2 masih 0% padahal jaringan lancar bgt. Beralih ke toko ijo sama ojol aja kalo mau pesen makanan skrg. Mana masih ada saldo ngendep gabisa diapa apain huft"
Dede Mulyadi,5,2023-05-10 03:09:04,"Pertama x belanja di shopee,dpt gratis ongkir,langsung sya pakai di 3 seller. Untuk apk agak berat,dan ongkir terlalu mahal. Untuk kurir ok lah,perbanyak voucher potongan harga dong sama ongkir di permurah."
Gendhon D,5,2023-05-10 02:47:29,"Kali ini ada kendala di ""update saldo"" bni tapcash. Tombol update saldonya tidak keluar. Jadi kalau mau update saya pakai app punya linkaja. Disini saya sudah pakai update app shopee terbaru. Tolong segera diperbaiki demi kenyamanan. Untuk lain2 msih oke, tidak ada masalah. NB: maaf pake bintang satu, supaya terlihat. Hehehe..."
partini tini,2,2023-05-10 02:14:40,"Untuk pilihan semua baik dan oke lah.tapi kenapa sekarang video dari shopee yg di beranda kok banyak video yg fulgar .dengan pakaian sexy jujur sangat meresahkan.terutaman di shopee akun cowok videonya cewek sexy semua .itu sangat meresahkan.shopee tolong dong di perbarui videonya yg brsifat umum saja .karna bukan cuma orang dewasa yg suka buka"" apl shopee tapi terkadang anak"" juga suka liat"" ."
Erna NS,2,2023-05-10 01:55:29,"Dulu suka banget, makin kesini lola nya minta ampun ! Tolong segera di perbaiki ya.. lagian setelah ada video2 apa gunanya jadi bikin lola aja .. tujuan utama kan belanja bukan liat video"
Ignatius Nainggolan,1,2023-05-10 01:27:48,"Makin hari makin gak jelas apk shopee gak cuman aplikasi,sistem & kebijakannya juga makin gak jelas, terutama pengirimannya selalu ada masalah,kalau gak mengalami keterlambatan paket yg dipesan tiba-tiba dibalikin kepenjual lagi Tampa konfirmasi bolak-balik lapor ke CS shopee tapi gak pernah ada penyelesaian jawabannya bolak-balik itu-itu aja tapi gak ada penyelesaian & tindakan,kalau kyek gini caranya jadi gk percaya lagi sama shopee bukanya menjaga kepercayaan malah merusak kepercayaan penggun"
Prapto Propto,1,2023-05-10 00:39:50,"Shopee sekarang lemot banget, tolong untuk fitur fitur yg tidak berguna dihapus daripada menambah berat aplikasi. Mau top up shopay juga sekarang susah ga kyk dulu, padahal app udh diupdate, sebelum diupdate ga ada masalah setelah diupdate kok jadi masalah mau topup shopay."
Salam Nusantara,1,2023-05-09 22:55:43,"Tolong dong pihak shopee,pendekteksi keamanan yang benar sedikit lah. Kenapa akun saya di nonaktifkan karena salah memasukan kata sandi,padahal belum melakukan pemasukan kata sandi. aneh betul ,,Kecewa sya ,padahal mau transaksi malah di nonaktifkan ,belum juga melakukan transaksi smpe ke konfirm pembayaran melalui kata sandi,,lah kok malah d nonaktifkan,,,ga logis bikin kesel ."
Okta Tayo,1,2023-05-09 22:48:13,"Aplikasinya mulai banyak bug nya deh, jadi gampang out sendiri,pas mau log in susah bet. Udah gitu mau ngetik aja lemot. Udah hapus cache,hapus data tetep aja lemot. Padahal buka aplikasi lainnya aja lancar jaya. Sumpah ngeselin-_-"
Slamet Widodo,4,2023-05-09 18:50:48,"pemilihan kurir setelah checkout pembelian sangat menyusahkan, kalau lupa dalam satu jam otomatis menggunakan jasa kirim yang direkomendasikan menurut shopee, tapi salah satu jasa kirim sangat buruk dalam hal pickup maupun pengantaran barang.. rubah lagi menggunakan sistem pemilihan jasa kirim seperti dulu, biar bisa lihat penjual menggunakan jasa kirim apa saja, jadi gak menyusahkan konsumen!!!"
Hamdan Sanjaya,1,2023-05-09 18:20:56,"Sumpah, kaga jelas spaylaternya. Ada limit tapi engga bisa di pake, live chat cs katanya masih uji coba. Padahal spaylater udah lama muncul, jadi bukan uji coba lagi dan saudara saya pun ada yang pakai tetapi lancar"" saja. Padahal baru pertama kali pakai, engga jelas spay laternya"
Bethania Nia,3,2023-05-09 15:56:37,"Ntah lah shopee sekarang ongkir ke kalbar mahal banget😞 ongkir Rp33.000-Rp58.000 itu udah termasuk mahal banget belum lagi ditambah dengan biaya penangan biaya layanan yang berkisar mulai dari Rp2.000-Rp11.000, mana pelit voucer juga terbatas. Iklan di tv doang bilang gratis ongkir seluruh indonesia, tapi nyata nya malah sebalik nya ongkir makin+++++++++++🤦🏼‍♀"
Reni Tita,2,2023-05-09 15:34:05,"Shopee jadi lama di pengemasan dan pengiriman, jarang ada seller yg gercep.. Saya kecewa dgn Shopee jadi menurun seperti ini pelayanan nya. Mohon di perbaiki lg demi kenyamanan pembeli!!!"
Ketut Kari,5,2023-05-09 15:18:43,"Ya tidak dapat ongkir yg geratis. Memang bener jaman sekarang itu ada yg namanya geratis... ini buat konsumen....yg belum mengerti suatu usaha itu perlu modal. Kita harus bisa faham deskcrip. Setiap usaha. Cek bintang. Modal harus kembali. Hanya banyak toko yg yg senang bermain main ..."" ini bisa memperburuk kepercayaan. konsumen."
Kaila Latifah,1,2023-05-09 15:12:16,"Aplikasi nya tu sebenernya bagus dan membantu banget, tpi dari awal punya sampai sekarang ttp aja lemot. Loading nya lama bgt, nge bug nge lag dll. Padahal semua aman, jaringan, ram dll. Udh ngikutin saran dri mimin jg, log in log out, clear chace, bahkan banyak apk apk lain gua uninstal. Udh ngikutin beberapa tutor di ytb juga. Ttp aja kaya gini trs. Ga cm gua yg kaya gini. Tmn tmn gua semua nya jg ngalamin hal yg sama. Tolong ya shopee.. Sumpah ya gua udh kecewa bgt, bikin keselllll bgttttt"
Septiany Fajar Ramadhani,1,2023-05-09 13:15:15,"Sekarang sering ngebug ,kdg toko tidak tersedia tidak ada layanan pengiriman pdhl sinyal hp udah bagus .masa semua toko tutp ga jualan ,ini berarti aplikasi nya yang gangguan tolong diperbaiki"
Putra,5,2023-05-09 12:54:03,"Pelayanan shoppe setidaknya makin membaik, walaupun sekarang isi shopeepay melalui debit mulai ada admnya. Gratis ongkirnya terbaik dengan minimal belanja 30 ribu itu sangat membantu. Tidak ada pemisahan voucher walaupun memang vouchernya rata-rata untuk paylater, at least lebih baik daripada toko hijau yang penuh tipu-tipu. Mudah-mudahan tidak ada banyak biaya tambahan seperti toko hijau. Jika iya, saya akan menguninstallnya seperti toko hijau."
Sulaiman,2,2023-05-09 12:38:51,"Untuk wilayah natuna pengiriman terlalu lama, bahkan paket sering hilang dalam perjalanan melalui J&T, kalau bisa ngirim jangan lewat J&T lagi untk wilayah natuna barang sering hilang lama sampai"
Dimas Affan Saputra,1,2023-05-09 12:22:42,"Pengirimannya lama ,gak sesuai sama estimasi tibanya ,jadi males pake apk shopee, gak kaya apk ,sebelah.tolong untuk tepat waktu mengantarkan paketnya, soalnya saya kecewa, masa pesen barang 1 minggu gak nyampe nyampe ,padahal jaraknya gak seberapa,saya kasih bintang satu dlu soalnya udah 1 minggu saya nunggu pake gak dateng dateng,entar kalo barang sudah sampai saya tambahin bintangnya."
Haryirawan 1250,3,2023-05-09 11:50:25,"Pernah beli sepatu, waktu itu, tapi tak sesuai kwalitasnya antara promosi lewat fotonya dan kenyataan setelah pengiriman."
Iwan Suherlan,5,2023-05-09 11:27:55,"Saya pengguna shopee setia,belanja di bikin mudah simple,dan bisa belanja nyicil lagi,pokoknya di shopee punya uang ga punya uang jangan bingung.segala masalah dg shopee bisa teratasi."
Enzz kk,1,2023-05-09 10:54:03,"Aplikasi nya ngeleg banget,, udh gitu pengirman lama, kurir nya pada gak ramah ,, tdi aja saya terima paket dari kurir nya,,.kurir nya bukan nya salam atau ketuk pintu, ehh ini mah malah di gedor² pintu rumah saya gak sopan banget, mendingan di apk.sebelah kurir nya baik baik, sopan sopan gak kaya di shope kurir nya gak punya etika goblkkkk Udh lagi kurir nya marah marah bg000 banget itu gak ada etika gak punya span santun itu kurir Gak akan lagi saya pesen di apk burik ini"
Nur Ilham,2,2023-05-09 10:30:21,"Saya pengguna baru apk ini,pas awal² coba check out bisa melakukan pembayaran dengan cara COD,tapi selang beberapa hari pas mau check out lagi opsi COD nya gk bisa digunakan padahal di tokonya sendiri bisa melakukan pemabayaran dengan sistem COD,apk sudah saya perbarui ke versi terbaru tapi sama aja,jaringan bagus,chace nya udah di bersihkan tapi sama aja,tolong di perbaiki lagi apk nya..."
Lana Fata06,5,2023-05-09 10:25:19,"Aplikasi nya sangat bagus dan mudah untuk digunakan berbelanja online,tidak perlu susah payah kemana"" kalau kita mager🤣✌️ ke Shoope aja kalau gk lazada Sekian dan terimakasih 🙏🙏"
yusup supriyanto,1,2023-05-09 10:04:05,"aneh.. kurir shopee lelet banget rata rata gaktau kenapa, padahal penjual nya bagus, tapi kurir nya ya ampun lelet banget, kayanya perlu diperhatikan lagi deh sama shopee soal kurir nya"
Tania Intan Permatasari,1,2023-05-09 09:26:53,Cape banget sama aplikasi ini keseringan salah kirim paket ke alamat rumah orang lain biasanya kalo salah kirim langsung di ambil lagi dan di kirim ulang ke saya tapi case yang sekarang pake expedisi shopee paket saya nyasar ke rumah orang lain ga ada tanggung jawabnya udah coba pengajuan pengembalian dana malah melar prosesnya. Sangat mengecewakan
putra 099,1,2023-05-09 09:06:49,"Saran tambahin jasa kirim termasuk ongkos kirim, biar penjual produk digital seperti saya bisa berjualan di shophe. Kalo udah di tambahin nanti baru saya tambahin 100 bintang. Saya juga sudah mengajukan pendaftaran jasa termasuk ongkos kirim sudah satu Minggu lebih nggak ada respon lebih lanjut."
MuShaFa Official,1,2023-05-09 08:47:51,"Pelayanan buruk, tiba2 spaylater non aktif katanya data tidak sesuai..di telp. Tidak bisa kasih penjelasan hanya nunggu dan tidak ada batas waktu..orang lain yang pnjem saya yang di wa mulu..."
Dhody Herma_one,1,2023-05-09 08:09:06,Tidak bisa membantu memecahkan solusi pengembalian barang hanya karena no resinya tidak ada. Kecewa banget padahal selama ini selalu belanja disini. Kalo harganya seimbang sih ga masalah. Ini barang yang diterima harganya 4x lipat lebih murah dari harga yang di pesan.
Pea Pugalu,1,2023-05-09 06:30:37,Dulu nya saya puas dengan shopee tetapi sekarang saya sangat merasa kecewa dan seandainya ada penilaian di bawa bintang satu maka itu yg saya beri penilaian. Berawal dari pengajuan pengembalian dana/barang yg awal.y saya melaporkan ke CS bahwasa.y no RESI tidak muncul dan ke esokan harinya berubah status mnjadi brang telah tiba di gudang shopee pdahal saya belum melakukan pngiriman barang krn RESI blum muncul dan stelah itu pngajuan sya di tolak dn di btalkan. Sya kecewa dngan playanan shopee
Rahel Lase,5,2023-05-09 06:04:13,Thanks shopee aku suka bangat pakai aplikasi ini...selain tempat berbelanja ada tempat hilangkan suntuk juga loh...seperti nonton dan cek in selalu untuk dapatkan koin yang bisa di ubah menjadi uang atau koinnya bisa di pakai untuk berbelanja. Buruan donwload aplikasi ini nggak bakal nyesal lohhh☺❤
Ida Farida,1,2023-05-09 05:30:52,"Wkwkw perdana belanja di Shopee malah rugi, semua paket ngga ada yang sampai. Malah melewati estimasi, udah gitu 2 paket salah kirim. Kalau ngga tau rumahnya, toh iya ditelpon/wa. Kan disana tertera nomornya. Payah banget, padahal mau niat ganti ke Shopee dari Lazada. Wkwkw nyesel belanja di shopee. Tidak ada tindakan sama sekali L"
rizky dila,1,2023-05-09 05:10:38,"Maaf sy turunkan rattingnya. Koin makin sdikit, aplgi biaya spylaterny jg bunganya banyak. Blm biaya tmbahan penanganan. Cekout ad biaya penanganan, nyoba app lain toko ijo, sm tk tk shop lbih enak,bebas biaya penanganan dll. Aman jg."
Dinsky Capricorn,5,2023-05-09 04:33:20,"Byk membantu berbelanja barang2 yg sulit dicari,menjadi sangat mudah dg harga yg menarik.Tolong dibenahi mesin pencarian nya agar tdk trll kaku bahasanya,agar lbh mudah menemukan apa yg dicari."
fahmi azis,1,2023-05-09 04:17:29,"Setelah install ulang versi terupdate masih tetap sama. Tidak dapat mengupload gambar dari galeri maupun photo langsung. Jadi gak bisa beri penilaian untuk produk yg sdh dibeli. Voucher tidak dapat digunakan pada saat akan checkout atau saat akan membuat pesanan padahal ada checklistnya. Saat memilih voucher, checklist produk yg akan dipesan hilang lagi. Voucher yg sdh dipilih juga tidak masuk ke halaman checkout. Tidak bisa belanja kalo begini. Mohon segera diperbaiki."
Azzahra,1,2023-05-09 03:00:02,"Shoppe sekrang gak ada gratis ongkir biaya penanganan nya mahal bgttt sama seperti harga barang yang di beli,masa harga barang 5 ribu biaya penangananya juga 5 ribu Jadi 2x lipat dong, begitu juga barang yang lain. 👎🏿tolong di perbaiki lagi dongg shoppe, biaya penangannya sewajarnya aja dan klo ada tgl kmbr ongkir nya rp 0 jangan cuma di potong ongkir nya 10 ribu klo gitu sama aja gak gratis ongkir"
Ali Zamar,5,2023-05-09 02:28:46,"Belanja ngak ribet, tidak perlu dijemput, bisa ditunggu dirumah serta pembayarannya bisa ditempat atau COD. Serta harganya sudah ada disana"
Kurnia Wati,5,2023-05-09 01:20:14,Terimakasih banyak Shopee. Aplikasinya bagus banget apalagi ditinjau dari metode pembayaran semuanya ada termasuk COD. Dan belum tentu ada di aplikasi jual beli online lainnya
Agnes Stefania Martirini,4,2023-05-08 23:31:24,Kenapa sekarang mau bayar pulsa atau yg lainnya harus download fitur trs lama bgt gak naik-naik dari 0 % akhirnya terpaksa dibatalin karena butuh cepat. Tapi terlanjur sudah top up shopee pay jadi mubazir...tolong dong kembalikan seperti biasa mau bayar tinggal bayar aja
zie zida,1,2023-05-08 23:07:04,"Makin lama makin lemoot, isi saldo lamaa. Mau konfirmasi pembayaran s pay later lamaaa.. Pdahl udh hapus cache, udah lo out dn login ulang. Udah gtu skrg ada biaya penanganan rp 1000 per pembelian. Paraaaah"
Ighfir Lana,1,2023-05-08 21:49:42,"kenapa akun saya di non aktifkan secara sepihak ?? spaylatter jarang di pake dan ga ada tanggungan, belanja selalu pembayaran via indomart, tiba"" di nom aktifkan"
irfan efendy,1,2023-05-08 21:47:12,"Sekarang shopee sudah jelak sekali. untuk yang berada di luar kota pengiriman jadi mahal walaupun opsi pengiriman sudah diganti dengan jasa pengiriman yang dulunya murah bahkan sampai Rp0. katanya sistemnya pengirimannya dirubah sesuai yg kita inginkan, tapi jujur yang dipilihkan tidak sesuai yg saya inginkan..DITAMBAH LAGI SEKARANG APLIKASINYA BERAT/LALOT BANGET.. BEDA DENGAN APLIKASI SERUPAN LAINYA"
Yuli Yuliani,5,2023-05-08 21:14:48,"menurut aku Alhamdulillah aku bisa pke spaylater dengan lancar dan spinjemnya juga lancar hanya berapa detik saja dah masuk rekening,kalo bisa ongkir gratisnya semua pembayaran jangan pilih2."
Ibuy 27,4,2023-05-08 20:35:28,"Untuk jasa pengiriman disediakan sebelum checkout kayak dulu lah, udh enak malah sekarang diganti setelah check out, sering lupa ganti malah pilihnya jasa pengiriman yg lama"
Kurnia one,1,2023-05-08 19:27:10,"Dulu aplikasi ini bagus Sekarang lemot 4biiz Di hapus ajah dari playstore jika tidak bisa memperbaiki aplikasinya Jawabnya cuma bisa restart ,hapus cacha , dan update . Semua orang sudah lakukan Tapi tak ada perubahan sedikitpun Mengecewakan sekali aplikasi ini ."
nur Kamidah,5,2023-05-08 19:00:03,"Aplikasinya sangat bagus, dan digolongkan sesuai golongannya masing masing. Jadi setiap kita mencari sesuatu langsung ketemu"
Lucu TV,3,2023-05-08 18:02:00,Shopee itu sebener nya bagus cuma kalau ada yang nanya atau komplain di chatlive nanganin masalah nya lama harus nunggu 3 hari udah gitu harus menyertakan email.
arif syn,3,2023-05-08 17:26:15,"Tolong bos diperbaiki, aplikasinya sangat berat LOLA BGT 🤦‍♂️.. hilangin aj shopee video itu ky tiktok aj, itu gk penting bgt bos n gk masuk ke tema aplikasi olshop, klo live penjual gk masalah itu masih masuk ke tema aplkasi .. lebih baik untuk hal."" yg gk masuk tema aplikasi mending di hilangin aj, biar gk penuh aplikasi dgn hal."" yg gk penting dan bikin berat."
muhammad abdurrahman,1,2023-05-08 16:36:20,"Pelayanan shopee sangat mengecewakan, top up di indomaret tapi saldo tidak masuk (pending), komplain ke cs bukti lengkap, tapi disuruh nunggu 1×24 jam, lalu ada info lagi disuruh nunggu 5 hari. Merugikan pengguna"
